loan_amount,annual_income,employment_length,debt_to_income,credit_utilization,num_delinquencies_2y,num_open_accounts,credit_history_length,num_recent_inquiries,loan_term_months,interest_rate,home_ownership_code
9903.0,33302.0,3.7,0.3928,0.5095,0,10,13.2,0,60,10.49,0
4341.0,95449.0,4.3,0.6671,0.0663,0,8,10.7,2,36,14.41,0
11437.0,57851.0,12.2,0.4733,0.3731,2,6,6.2,0,36,13.49,1
12261.0,56681.0,14.9,0.5704,0.9605,0,9,6.4,2,36,18.19,1
4483.0,39866.0,3.0,0.3632,0.2579,0,8,16.8,3,36,13.53,1
9758.0,35591.0,7.0,1.0389,0.1848,0,5,12.0,1,36,17.48,0
18363.0,43049.0,9.4,0.6478,0.3623,0,10,12.9,2,36,15.19,0
8650.0,69400.0,15.2,0.8277,0.1727,0,11,7.4,1,36,15.08,0
12491.0,47439.0,1.6,0.3263,0.4113,0,9,14.1,0,60,12.3,0
14155.0,30468.0,3.6,0.1524,0.2138,0,9,10.9,1,36,9.56,2
8362.0,68703.0,6.6,0.4544,0.842,0,10,6.2,0,36,11.35,1
17371.0,39977.0,3.8,0.1437,0.1892,0,15,11.9,2,36,8.78,0
12142.0,34933.0,4.0,0.0735,0.0588,1,10,7.1,1,36,8.95,1
5321.0,24448.0,0.8,0.3919,0.2884,0,5,24.8,1,60,13.53,0
13201.0,27365.0,1.2,0.2426,0.1774,1,6,16.8,2,36,11.21,0
16223.0,26423.0,2.9,0.2231,0.6686,0,4,5.4,0,60,11.05,1
15659.0,8990.0,1.9,0.414,0.048,1,9,13.5,3,36,14.21,1
6569.0,60381.0,4.1,0.112,0.0695,0,9,8.6,2,36,7.35,1
12746.0,48206.0,21.8,0.4325,0.2707,0,6,5.3,2,36,13.99,1
22057.0,32626.0,2.9,0.4678,0.7856,0,9,2.2,2,36,15.52,0
11125.0,61267.0,4.1,0.5596,0.2333,0,17,8.0,0,60,12.65,0
19729.0,45206.0,1.1,0.8693,0.0581,2,9,8.7,2,36,18.61,1
21168.0,43730.0,1.6,0.5461,0.5999,0,9,4.0,1,60,15.85,0
9496.0,10537.0,6.5,0.5132,0.1414,0,12,13.3,0,60,13.05,0
14435.0,32322.0,6.8,0.434,0.6578,0,6,17.0,0,36,13.47,1
8162.0,47387.0,9.2,0.5544,0.4252,0,8,3.0,0,60,12.35,0
18454.0,81214.0,6.4,0.3137,0.4881,0,10,8.4,3,60,14.13,0
9211.0,91140.0,3.9,0.2812,0.5012,0,11,11.3,1,36,15.46,1
6996.0,74081.0,7.7,0.4111,0.3978,0,10,13.8,0,36,13.65,2
9586.0,20317.0,2.3,0.4695,0.1194,1,8,20.6,2,60,12.26,0
9323.0,12102.0,9.0,0.2162,0.4447,0,9,20.2,1,36,9.53,1
12253.0,48302.0,0.4,0.4166,0.6915,0,7,26.1,2,60,15.19,1
12885.0,36820.0,18.0,0.5431,0.912,0,11,4.9,0,36,14.18,1
4847.0,58764.0,3.1,0.172,0.16,0,6,10.3,0,36,6.54,1
6597.0,34100.0,7.2,0.1012,0.1448,0,11,13.9,1,60,10.2,1
12108.0,40533.0,5.1,0.6591,0.4925,0,7,24.8,1,60,17.22,1
13027.0,17154.0,8.5,0.3019,0.3138,0,15,1.3,0,36,11.99,0
10282.0,45433.0,1.4,0.1548,0.5068,1,9,6.3,1,36,14.85,2
47459.0,29073.0,6.1,0.2454,0.9797,0,8,17.7,1,36,11.85,0
19141.0,43260.0,7.3,0.2359,0.1077,0,13,2.3,0,36,8.98,1
9352.0,45693.0,7.3,0.6269,1.0319,0,8,27.1,2,36,18.46,0
15170.0,34248.0,1.4,0.4477,0.5611,0,9,28.0,2,36,16.51,1
21887.0,42549.0,12.5,0.1278,0.3204,0,9,27.5,2,36,9.17,0
12222.0,36069.0,4.8,0.3782,0.8677,1,12,14.8,0,36,16.44,1
3447.0,53082.0,12.9,0.6189,0.4228,2,9,3.6,1,60,18.57,0
10423.0,46671.0,6.4,0.7068,0.5852,0,8,8.3,0,36,17.33,0
10145.0,27623.0,2.6,0.5244,0.2708,0,4,15.6,0,36,14.71,0
35414.0,27066.0,2.4,0.5381,0.3467,1,7,2.1,1,60,17.16,1
3273.0,86844.0,4.5,0.2662,0.3229,0,8,8.8,0,60,10.52,0
24951.0,34517.0,0.5,0.7042,0.1454,1,6,10.9,2,36,13.72,0
8992.0,59629.0,6.3,0.6493,0.7958,0,15,3.2,0,36,17.24,1
17280.0,44209.0,3.6,0.051,0.4335,0,9,4.8,1,36,12.1,1
8300.0,27390.0,8.1,0.2114,0.171,0,5,10.0,0,60,10.69,1
10997.0,24972.0,2.4,0.1014,0.5017,0,12,5.9,0,36,6.94,1
19532.0,38564.0,3.8,0.5153,0.2365,0,13,8.7,0,36,10.66,1
10427.0,41288.0,1.1,0.6039,0.4315,0,10,10.9,1,36,15.78,1
18671.0,49374.0,2.3,0.6212,0.6933,0,11,7.6,2,60,18.19,1
9455.0,19274.0,4.6,0.0478,0.6376,0,8,31.0,1,60,11.21,1
7765.0,26975.0,3.6,0.3747,0.187,0,15,7.0,1,60,11.49,0
8713.0,34633.0,2.1,0.521,0.3786,0,7,6.8,2,60,13.39,0
7350.0,80852.0,2.5,0.2079,0.5746,0,8,5.0,2,60,13.69,1
9253.0,11158.0,4.8,0.1641,0.5626,0,13,22.9,3,36,15.9,0
22529.0,45232.0,1.3,0.1701,0.4309,0,12,27.1,2,36,11.85,1
4933.0,27722.0,14.1,0.4057,0.1535,2,8,11.8,0,36,10.47,1
3677.0,45057.0,4.3,0.2524,0.4333,0,5,14.9,2,60,11.45,2
9854.0,28396.0,11.0,0.3784,0.3748,1,11,11.6,0,36,13.64,0
27391.0,43577.0,5.2,0.3285,0.1642,0,10,7.7,1,36,11.58,1
18690.0,79405.0,9.3,0.4716,0.4989,0,12,6.3,4,36,15.32,2
22067.0,43352.0,6.6,0.6782,0.4045,1,5,15.2,0,60,14.46,0
21143.0,45103.0,10.6,0.4896,0.0607,1,10,4.1,0,60,12.24,0
6449.0,43758.0,10.4,0.5955,0.5903,0,6,25.8,2,36,16.93,2
10731.0,24955.0,3.9,0.3117,0.6617,0,14,13.0,2,36,14.62,0
2026.0,47644.0,2.3,0.2197,0.3304,0,8,5.0,0,60,9.95,1
6940.0,32723.0,4.4,0.2122,0.0912,0,10,17.7,0,36,8.43,0
14409.0,24201.0,1.8,0.6411,0.3493,0,9,7.0,1,60,13.62,2
3934.0,35622.0,5.3,0.012,0.4645,1,9,19.3,1,60,8.06,1
2909.0,32414.0,2.5,0.512,0.2774,0,7,26.6,0,60,10.42,1
4597.0,52931.0,8.6,0.3837,0.4062,0,13,3.6,1,60,12.11,1
11437.0,35546.0,4.5,0.4725,0.3248,0,10,5.2,1,36,14.15,1
20228.0,27869.0,3.9,0.6807,0.161,0,9,8.0,1,36,12.56,0
47449.0,75206.0,3.2,0.4401,0.6184,0,7,15.0,1,60,17.54,2
23738.0,59528.0,8.6,0.4269,0.3164,0,7,11.5,0,36,11.51,0
4055.0,68519.0,3.8,0.5882,0.4614,1,4,6.4,1,36,14.88,0
2505.0,49209.0,6.0,0.4871,0.1866,0,13,6.1,2,36,14.23,0
11041.0,34377.0,11.2,0.4765,0.2742,0,12,4.4,2,36,15.34,0
19077.0,29450.0,8.5,0.2748,0.3409,1,12,15.3,2,36,15.56,0
3831.0,31582.0,2.5,0.7742,0.7007,1,12,9.2,1,36,20.47,0
7401.0,58328.0,6.3,0.2529,0.3425,0,9,14.1,1,36,11.98,1
7740.0,38405.0,10.9,0.5506,0.3169,0,9,5.1,2,36,13.96,1
10363.0,17302.0,4.6,0.3675,0.4123,1,10,5.7,1,36,14.07,0
9127.0,35613.0,2.9,0.2307,0.2428,0,5,10.2,0,36,10.02,2
13878.0,17889.0,2.9,0.1523,0.3206,0,10,8.5,1,60,9.07,0
19228.0,39456.0,5.0,0.0477,0.3258,0,6,7.9,1,60,9.86,0
10656.0,19892.0,19.4,0.1661,0.3487,0,11,24.5,2,36,8.47,0
16030.0,19303.0,7.8,0.2558,0.2046,0,15,5.6,1,36,9.33,2
33827.0,38534.0,3.2,0.6164,0.4708,1,8,16.8,2,36,16.5,2
5546.0,34923.0,10.2,0.6681,0.0332,0,6,9.1,1,36,13.1,0
5467.0,15821.0,1.6,0.6193,0.2919,0,23,10.8,2,60,15.61,0
13928.0,52792.0,3.6,0.1255,0.8038,0,6,7.6,1,36,13.32,0
31213.0,107103.0,7.5,0.4904,0.3297,0,8,9.1,1,36,13.65,1
11366.0,17315.0,4.0,0.5294,0.0482,0,8,11.8,1,36,9.7,0
19831.0,90213.0,14.5,0.1876,0.265,0,8,19.9,0,36,12.53,0
8563.0,25748.0,12.9,0.1431,0.8465,0,6,12.1,3,36,14.03,1
17868.0,28366.0,1.0,0.4491,0.3776,1,18,2.1,2,36,16.95,0
7088.0,33208.0,6.4,0.4933,0.3875,0,4,7.8,2,36,14.76,0
15491.0,17630.0,1.9,0.503,0.1699,0,12,20.4,0,36,11.78,1
13116.0,69533.0,1.8,0.7358,0.2104,0,6,8.8,0,36,13.51,0
13125.0,46460.0,1.7,0.2976,0.2638,1,14,23.9,1,36,12.18,0
23689.0,24941.0,3.0,0.1563,0.2793,0,7,0.7,0,36,6.69,1
19708.0,31617.0,3.9,0.15,0.3901,0,10,2.4,1,60,9.95,0
7260.0,17014.0,12.1,0.256,0.8289,1,7,24.8,5,36,21.76,1
17711.0,30520.0,7.7,0.1551,0.0939,0,9,3.3,0,36,8.98,0
3762.0,57995.0,6.4,1.0218,0.1935,0,9,8.6,1,60,16.28,0
18902.0,15404.0,5.7,0.3849,0.3888,0,10,23.2,2,36,12.78,0
54441.0,29199.0,2.0,0.1672,0.5536,0,10,9.3,1,36,10.9,2
14399.0,39081.0,3.4,0.1894,0.6646,0,11,14.9,2,36,13.02,0
14226.0,61336.0,9.4,0.6645,0.6816,0,9,21.7,0,36,18.02,0
10912.0,71301.0,7.8,0.4095,0.3631,0,12,6.7,1,60,13.4,2
17335.0,28894.0,7.0,0.5293,0.3364,0,12,12.2,1,36,12.77,1
8040.0,25081.0,1.2,0.3385,0.1837,0,5,5.6,1,60,7.7,1
15791.0,45488.0,7.0,0.3461,0.3629,0,9,14.5,1,36,14.58,1
8983.0,30284.0,0.7,0.1202,0.7339,0,5,14.1,0,36,13.15,0
8209.0,31101.0,1.7,0.5404,0.4672,1,11,22.5,3,36,17.2,1
11423.0,62323.0,7.8,0.3291,0.185,1,12,12.5,1,60,12.61,1
10241.0,84531.0,3.7,0.1355,0.1458,0,8,10.0,1,36,8.29,0
3751.0,41479.0,11.0,0.0838,0.4211,1,8,5.8,0,36,9.48,0
36977.0,32988.0,0.9,0.7697,0.2135,0,6,14.3,2,36,19.47,0
11579.0,48321.0,7.8,0.1134,0.2481,0,10,4.8,2,36,6.58,0
3851.0,14133.0,12.8,0.4796,0.3226,0,7,21.6,1,36,12.6,1
20345.0,35986.0,14.8,0.8077,0.3958,1,5,11.8,1,36,18.27,1
10480.0,21369.0,5.8,0.6477,0.3857,0,10,21.8,0,60,14.94,1
12055.0,119936.0,15.3,0.5485,0.9341,0,7,11.5,1,60,17.4,0
16301.0,52057.0,2.3,0.2769,0.0931,1,13,15.6,1,36,10.68,1
6234.0,38975.0,3.4,0.289,0.2175,0,4,10.2,0,36,10.39,1
1824.0,32952.0,7.9,0.1976,0.7433,0,6,6.1,2,36,12.2,1
10048.0,10327.0,2.2,0.1388,0.4787,0,9,11.3,1,36,9.28,1
12337.0,51865.0,6.8,0.1622,0.3167,0,6,9.2,1,36,11.05,1
19473.0,82017.0,8.3,0.13,0.3686,0,8,19.4,1,36,9.03,1
6775.0,25225.0,16.6,0.4549,0.3766,0,4,10.4,2,36,15.01,1
9092.0,51108.0,6.6,0.1527,0.4582,0,10,1.9,1,60,12.62,0
13559.0,52118.0,2.3,0.6166,0.1529,1,19,6.2,2,36,17.39,0
8826.0,16746.0,6.0,0.6801,0.4435,0,7,26.5,2,60,18.13,0
9187.0,57981.0,12.4,0.4889,0.1189,0,5,18.3,2,36,11.18,1
12433.0,71496.0,1.9,0.4687,0.5308,0,8,25.1,1,36,14.3,0
5870.0,40710.0,9.0,0.3774,1.0198,0,7,14.0,1,36,16.3,1
27601.0,35186.0,6.5,0.1592,0.3209,0,17,7.7,0,36,10.95,0
6134.0,53851.0,11.1,0.3206,0.2023,0,8,17.1,1,60,10.47,0
10901.0,16808.0,7.7,0.2336,0.3541,0,8,19.5,3,36,14.65,2
8752.0,38049.0,8.7,0.5218,0.5056,0,10,9.8,0,36,13.98,0
6973.0,61523.0,10.6,0.2159,0.644,0,12,11.1,0,60,13.82,0
14699.0,19512.0,11.2,0.4185,0.4361,0,9,19.2,2,60,14.18,1
19554.0,59652.0,2.2,0.8069,0.8187,1,12,9.4,0,60,19.56,0
25529.0,29463.0,8.1,0.6655,0.3027,0,8,14.6,1,36,13.03,0
15109.0,12831.0,5.7,0.2605,0.8953,0,11,14.1,0,36,13.16,0
8141.0,34445.0,7.7,0.4037,0.3174,0,8,12.6,0,36,13.91,1
17873.0,22338.0,14.9,0.6819,0.2483,0,12,5.2,1,36,16.72,1
4476.0,42601.0,5.9,0.6183,0.1199,0,12,8.6,1,60,9.6,2
10962.0,20210.0,1.5,0.4718,0.2359,0,6,14.0,2,60,16.81,0
14557.0,61398.0,1.7,0.1507,0.0947,0,8,14.5,1,36,11.32,1
14918.0,25099.0,10.3,0.4554,0.6376,1,8,10.2,2,36,15.67,0
5323.0,43398.0,3.4,0.3949,0.295,0,9,18.4,1,60,13.25,0
4321.0,26984.0,5.6,0.4212,0.597,2,10,18.9,1,60,17.99,1
28739.0,30901.0,6.9,0.2927,0.3494,1,8,5.5,0,60,8.19,1
7794.0,65899.0,6.5,0.3321,0.479,0,7,17.3,1,60,12.44,1
3939.0,40443.0,5.1,0.3499,0.6881,0,6,19.7,2,36,15.1,1
5026.0,29807.0,15.4,0.3856,0.2087,1,10,14.8,0,60,11.63,1
10648.0,19424.0,8.8,0.1537,0.3218,0,8,6.2,2,60,8.85,0
21419.0,64859.0,3.4,0.4743,0.5158,0,9,15.1,1,36,13.97,2
10523.0,52387.0,2.4,0.1997,0.86,1,8,10.7,1,36,15.78,1
21639.0,30845.0,3.0,0.4837,0.454,0,10,7.2,0,36,13.7,0
